ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
2469,は,パソコンモニター,ぱそこんもにたー,液晶ディスプレイ 液晶モニター CRTモニター パソコンディスプレイモニター 液晶パネル CRTディスプレイ LCD 液晶画面 液晶ディスプレー パソコンディスプレイ PCモニター パソコン液晶モニター FPD ブラウン管モニター デスクトップモニター PCディスプレイ pcディスプレイ pc液晶 パソコン用ディスプレイ パソコンディスプレー パソコンのモニター パソコン用液晶モニター,その他,,市では収集できません。（各メーカーのPCリサイクル受付窓口へ相談してください。）/回収するメーカーがない場合（自作パソコンなど）はパソコン3R推進協会へ相談してください。,http://www.pc3r.jp/
2472,は,パソコン用バッテリー,ぱそこんようばってりー,PCバッテリー パソコンバッテリー パソコン用電池 ノートパソコンのバッテリー パソコン電池 パソコン用バッテリーパック,その他,,各パソコンメーカーのPCリサイクル受付窓口または販売店等に相談してください。）,http://www.jbrc.com/
2470,は,パソコンラック,ぱそこんらっく,パソコン台 パソコン棚 PCラック パソコン用ラック,粗大ごみ,,,
2484,は,パチンコ台(家庭から出たもの),ぱちんこだい,スロット機 パチスロ スロットマシン スロット台 スロットマシーン パチスロ機 パチスロ台 パチンコ機 パチンコ機器,粗大ごみ,,,
2483,は,パチンコ玉(家庭用のパチンコ台で使うもの),ぱちんこだまかていようのぱちんこだいでつかうもの,パチンコの玉 パチンコだま,小物金属,,散乱しないように半透明の袋に入れて出してください。,
2485,は,パッキン,ぱっきん,ゴムパッキン,普通ごみ,,,
2497,は,パット(衣類),ぱっといるい,肩パッド 肩パット ブラジャーパッド 汗とりパット 汗とりパッド 汗わきパッド 汗取りパット,普通ごみ,,,
2500,は,パテ(剥がしたもの),ぱて（はがしたもの）,コーキング剤 コーキング材,普通ごみ,,,
2509,は,パネル(スチレンボード),ぱねる（すちれんぼーど）,ハレパネ スチレンペーパー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
2510,は,パフケース(ガラス製),ぱふけーす（がらすせい）,,普通ごみ,,厚紙等に包み「ワレモノキケン」と表示して出してください。,
2512,は,パフケース(金属製),ぱふけーす（きんぞくせい）,,小物金属,,,
2511,は,パフケース(プラスチック製),ぱふけーす（ぷらすちっくせい）,,普通ごみ,,,
2514,は,パラグライダー,ぱらぐらいだー,,粗大ごみ,普通ごみ,排出時に最長辺50cm未満のものは普通ごみとして出してください。,
2515,は,パラシュート,ぱらしゅーと,,普通ごみ,粗大ごみ,最長辺50cm以上は粗大ごみとして出してください。,
2518,は,パラソルスタンド(金属製),ぱらそるすたんど（きんぞくせい）,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2517,は,パラソルスタンド(プラスチック製),ぱらそるすたんど（ぷらすちっくせい）,,普通ごみ,粗大ごみ,中の水は抜いて出してください。/最長辺50cm以上のものは粗大ごみとして出してください。,
2516,は,パラソル（ビーチ・ゴルフ用）,ぱらそるびーちごるふよう,ビーチパラソル ゴルフパラソル,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
2520,は,パラソルベース(金属製),ぱらそるべーす（きんぞくせい）,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2519,は,パラソルベース(プラスチック製),ぱらそるべーす（ぷらすちっくせい）,,普通ごみ,粗大ごみ,中の水は抜いて出してください。/最長辺50cm以上のものは粗大ごみとして出してください。,
2521,は,パラフィン紙,ぱらふぃんし,ロウ引き紙 ロウ紙 蝋びき紙,ミックスペーパー,,,
2527,は,パルプボード,ぱるぷぼーど,,普通ごみ,粗大ごみ,最長辺50cm以上のもは粗大ごみとして出してください。,
2528,は,パルプボックス,ぱるぷぼっくす,モールデット モールデッド 紙の箱 紙箱 パルプモールド ペーパーボックス,ミックスペーパー,,紙以外の材質で補強されているものは普通ごみとして出してください。,
2529,は,パレット（金属製）,ぱれっと（きんぞくせい）,画材 絵具パレット 絵の具パレット 絵具のトレー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2530,は,パレット（金属製以外）,ぱれっと（きんぞくせいいがい）,画材 絵具パレット 絵の具パレット 絵具のトレー 木製パレット,普通ごみ,,,
2531,は,パレットナイフ,ぱれっとないふ,ペンディングナイフ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2561,は,パン型(金属製),ぱんがた（きんぞくせい）,パンの型,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2562,は,パン型(金属製以外),ぱんがた（きんぞくせいいがい）,パンの型,普通ごみ,,,
2542,は,パンク修理剤,ぱんくしゅうりざい,,小物金属,,中身は使いきってから出してください。,
2543,は,パンケース(金属製),ぱんけーす（きんぞくせい）,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2544,は,パンケース(金属製以外),ぱんけーす（きんぞくせいいがい）,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2547,は,パンチングボール,ぱんちんぐぼーる,キックミット,普通ごみ,,空気を抜いてから出してください。,
2548,は,パンチングミット,ぱんちんぐみっと,空手ミット,普通ごみ,,,
2558,は,パンの袋の留め具,ぱんのふくろのとめぐ,パンの留め具 クイックロック パン袋どめ バッククロージャー パンのクリップ パンの袋止め パン留め バッグクロージャー パン留め具,プラスチック製容器包装,,識別表示を確認して出してください。,
2559,は,パンフレット,ぱんふれっと,小冊子 映画のパンフレット 映画パンフレット パンフレット類 旅行パンフレット,ミックスペーパー,,ビニール製の外包装は普通ごみとして出してください。,
2644,ひ,ヒーター,ひーたー,デロンギヒーター オイルヒーター セラミックスヒーター ハロゲンヒーター 暖房器具 電気ヒーター 電熱ヒーター セラミックヒーター 電機ファンヒーター 電気ファンヒーター ガス暖房機 ガスファンヒーター ガスヒーター 温風ヒーター 灯油ファンヒーター IHヒーター ガス器具 遠赤外線ヒーター パネルヒーター ミニファンヒーター カーボンヒーター セラミックファンヒーター 電気オイルヒーター ダイソン おいるヒーター スチームヒーター はろげん 温風扇風機 オイルファン クリーンヒーター 電気温風ヒータ 電気温風器 電気フアンヒーター デロンギオイルヒーター ラジエーターヒーター セラミックファンヒ—タ— 温風暖房機 タワーヒーター スポットウォーム オイルファンヒーター ルームヒーター,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
